"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","HUR","TOT","PC_LF","A","2008",4.916667,
"LUX","HUR","TOT","PC_LF","A","2009",5.116667,
"LUX","HUR","TOT","PC_LF","A","2010",4.583333,
"LUX","HUR","TOT","PC_LF","A","2011",4.833333,
"LUX","HUR","TOT","PC_LF","A","2012",5.066667,
"LUX","HUR","TOT","PC_LF","A","2013",5.875,
"LUX","HUR","TOT","PC_LF","A","2014",6.05,
"LUX","HUR","TOT","PC_LF","A","2015",6.458333,
"LUX","HUR","TOT","PC_LF","A","2016",6.333333,
"LUX","HUR","TOT","PC_LF","A","2017",5.616667,
"LUX","HUR","TOT","PC_LF","A","2018",5.5,
"NLD","HUR","TOT","PC_LF","A","2005",5.883333,
"NLD","HUR","TOT","PC_LF","A","2006",5.008333,
"NLD","HUR","TOT","PC_LF","A","2007",4.175,
"NLD","HUR","TOT","PC_LF","A","2008",3.666667,
"NLD","HUR","TOT","PC_LF","A","2009",4.35,
"NLD","HUR","TOT","PC_LF","A","2010",5.008333,
"NLD","HUR","TOT","PC_LF","A","2011",4.991667,
"NLD","HUR","TOT","PC_LF","A","2012",5.825,
"NLD","HUR","TOT","PC_LF","A","2013",7.241667,
"NLD","HUR","TOT","PC_LF","A","2014",7.425,
"NLD","HUR","TOT","PC_LF","A","2015",6.891667,
"NLD","HUR","TOT","PC_LF","A","2016",6.025,
"NLD","HUR","TOT","PC_LF","A","2017",4.858333,
"NLD","HUR","TOT","PC_LF","A","2018",3.841667,
"POL","HUR","TOT","PC_LF","A","2005",17.925,
"POL","HUR","TOT","PC_LF","A","2006",13.96667,
"POL","HUR","TOT","PC_LF","A","2007",9.608334,
"POL","HUR","TOT","PC_LF","A","2008",7.041667,
"POL","HUR","TOT","PC_LF","A","2009",8.116667,
"POL","HUR","TOT","PC_LF","A","2010",9.675,
"POL","HUR","TOT","PC_LF","A","2011",9.65,
"POL","HUR","TOT","PC_LF","A","2012",10.10833,
"POL","HUR","TOT","PC_LF","A","2013",10.34167,
"POL","HUR","TOT","PC_LF","A","2014",9.016666,
"POL","HUR","TOT","PC_LF","A","2015",7.525,
"POL","HUR","TOT","PC_LF","A","2016",6.191667,
"POL","HUR","TOT","PC_LF","A","2017",4.883333,
"POL","HUR","TOT","PC_LF","A","2018",3.858333,
"PRT","HUR","TOT","PC_LF","A","2005",8.766666,
"PRT","HUR","TOT","PC_LF","A","2006",8.866667,
"PRT","HUR","TOT","PC_LF","A","2007",9.133333,
"PRT","HUR","TOT","PC_LF","A","2008",8.783334,
"PRT","HUR","TOT","PC_LF","A","2009",10.68333,
"PRT","HUR","TOT","PC_LF","A","2010",11.98333,
"PRT","HUR","TOT","PC_LF","A","2011",12.88333,
"PRT","HUR","TOT","PC_LF","A","2012",15.78333,
"PRT","HUR","TOT","PC_LF","A","2013",16.45833,
"PRT","HUR","TOT","PC_LF","A","2014",14.125,
"PRT","HUR","TOT","PC_LF","A","2015",12.65833,
"PRT","HUR","TOT","PC_LF","A","2016",11.175,
"PRT","HUR","TOT","PC_LF","A","2017",9.016666,
"PRT","HUR","TOT","PC_LF","A","2018",7.05,
"SVK","HUR","TOT","PC_LF","A","2005",16.375,
"SVK","HUR","TOT","PC_LF","A","2006",13.46667,
"SVK","HUR","TOT","PC_LF","A","2007",11.23333,
"SVK","HUR","TOT","PC_LF","A","2008",9.575,
"SVK","HUR","TOT","PC_LF","A","2009",12.11667,
"SVK","HUR","TOT","PC_LF","A","2010",14.5,
"SVK","HUR","TOT","PC_LF","A","2011",13.68333,
"SVK","HUR","TOT","PC_LF","A","2012",13.95833,
"SVK","HUR","TOT","PC_LF","A","2013",14.225,
"SVK","HUR","TOT","PC_LF","A","2014",13.20833,
"SVK","HUR","TOT","PC_LF","A","2015",11.5,
"SVK","HUR","TOT","PC_LF","A","2016",9.666667,
"SVK","HUR","TOT","PC_LF","A","2017",8.125,
"SVK","HUR","TOT","PC_LF","A","2018",6.541667,
"ESP","HUR","TOT","PC_LF","A","2005",9.166667,
"ESP","HUR","TOT","PC_LF","A","2006",8.458333,
"ESP","HUR","TOT","PC_LF","A","2007",8.225,
"ESP","HUR","TOT","PC_LF","A","2008",11.26667,
"ESP","HUR","TOT","PC_LF","A","2009",17.86667,
"ESP","HUR","TOT","PC_LF","A","2010",19.875,
"ESP","HUR","TOT","PC_LF","A","2011",21.40833,
"ESP","HUR","TOT","PC_LF","A","2012",24.79167,
"ESP","HUR","TOT","PC_LF","A","2013",26.11667,
"ESP","HUR","TOT","PC_LF","A","2014",24.45,
"ESP","HUR","TOT","PC_LF","A","2015",22.075,
"ESP","HUR","TOT","PC_LF","A","2016",19.65,
"ESP","HUR","TOT","PC_LF","A","2017",17.23333,
"ESP","HUR","TOT","PC_LF","A","2018",15.26667,
"SWE","HUR","TOT","PC_LF","A","2005",7.641667,
"SWE","HUR","TOT","PC_LF","A","2006",7.041667,
"SWE","HUR","TOT","PC_LF","A","2007",6.116667,
"SWE","HUR","TOT","PC_LF","A","2008",6.166667,
"SWE","HUR","TOT","PC_LF","A","2009",8.3,
"SWE","HUR","TOT","PC_LF","A","2010",8.575,
"SWE","HUR","TOT","PC_LF","A","2011",7.766667,
"SWE","HUR","TOT","PC_LF","A","2012",7.966667,
"SWE","HUR","TOT","PC_LF","A","2013",8,
"SWE","HUR","TOT","PC_LF","A","2014",7.933333,
"SWE","HUR","TOT","PC_LF","A","2015",7.4,
"SWE","HUR","TOT","PC_LF","A","2016",6.95,
"SWE","HUR","TOT","PC_LF","A","2017",6.683333,
"SWE","HUR","TOT","PC_LF","A","2018",6.325,
"USA","HUR","TOT","PC_LF","A","2005",5.066667,
"USA","HUR","TOT","PC_LF","A","2006",4.616667,
"USA","HUR","TOT","PC_LF","A","2007",4.616667,
"USA","HUR","TOT","PC_LF","A","2008",5.775,
"USA","HUR","TOT","PC_LF","A","2009",9.266666,
"USA","HUR","TOT","PC_LF","A","2010",9.616667,
"USA","HUR","TOT","PC_LF","A","2011",8.95,
"USA","HUR","TOT","PC_LF","A","2012",8.066667,
"USA","HUR","TOT","PC_LF","A","2013",7.375,
"USA","HUR","TOT","PC_LF","A","2014",6.166667,
"USA","HUR","TOT","PC_LF","A","2015",5.291667,
"USA","HUR","TOT","PC_LF","A","2016",4.866667,
"USA","HUR","TOT","PC_LF","A","2017",4.35,
"USA","HUR","TOT","PC_LF","A","2018",3.9,
"EST","HUR","TOT","PC_LF","A","2005",7.975,
"EST","HUR","TOT","PC_LF","A","2006",5.941667,
"EST","HUR","TOT","PC_LF","A","2007",4.6,
"EST","HUR","TOT","PC_LF","A","2008",5.516667,
"EST","HUR","TOT","PC_LF","A","2009",13.575,
"EST","HUR","TOT","PC_LF","A","2010",16.74167,
"EST","HUR","TOT","PC_LF","A","2011",12.425,
"EST","HUR","TOT","PC_LF","A","2012",9.991667,
"EST","HUR","TOT","PC_LF","A","2013",8.566667,
"EST","HUR","TOT","PC_LF","A","2014",7.383333,
"EST","HUR","TOT","PC_LF","A","2015",6.208333,
"EST","HUR","TOT","PC_LF","A","2016",6.766667,
"EST","HUR","TOT","PC_LF","A","2017",5.816667,
"EST","HUR","TOT","PC_LF","A","2018",5.375,
"SVN","HUR","TOT","PC_LF","A","2005",6.541667,
"SVN","HUR","TOT","PC_LF","A","2006",5.991667,
"SVN","HUR","TOT","PC_LF","A","2007",4.858333,
"SVN","HUR","TOT","PC_LF","A","2008",4.391667,
"SVN","HUR","TOT","PC_LF","A","2009",5.891667,
"SVN","HUR","TOT","PC_LF","A","2010",7.275,
"SVN","HUR","TOT","PC_LF","A","2011",8.208333,
"SVN","HUR","TOT","PC_LF","A","2012",8.891666,
"SVN","HUR","TOT","PC_LF","A","2013",10.15833,
"SVN","HUR","TOT","PC_LF","A","2014",9.741667,
"SVN","HUR","TOT","PC_LF","A","2015",9,
"SVN","HUR","TOT","PC_LF","A","2016",8.008333,
"SVN","HUR","TOT","PC_LF","A","2017",6.6,
"SVN","HUR","TOT","PC_LF","A","2018",5.125,
"OECD","HUR","TOT","PC_LF","A","2005",6.823394,"E"
"OECD","HUR","TOT","PC_LF","A","2006",6.304141,"E"
"OECD","HUR","TOT","PC_LF","A","2007",5.809106,"E"
"OECD","HUR","TOT","PC_LF","A","2008",6.139705,"E"
"OECD","HUR","TOT","PC_LF","A","2009",8.295653,"E"
"OECD","HUR","TOT","PC_LF","A","2010",8.506323,"E"
"OECD","HUR","TOT","PC_LF","A","2011",8.093724,"E"
"OECD","HUR","TOT","PC_LF","A","2012",8.073206,"E"
"OECD","HUR","TOT","PC_LF","A","2013",7.986392,"E"
"OECD","HUR","TOT","PC_LF","A","2014",7.434282,"E"
"OECD","HUR","TOT","PC_LF","A","2015",6.866167,"E"
"OECD","HUR","TOT","PC_LF","A","2016",6.446984,"E"
"OECD","HUR","TOT","PC_LF","A","2017",5.920563,"E"
"OECD","HUR","TOT","PC_LF","A","2018",5.48072,"E"
"EA19","HUR","TOT","PC_LF","A","2005",9.116667,
"EA19","HUR","TOT","PC_LF","A","2006",8.408334,
"EA19","HUR","TOT","PC_LF","A","2007",7.508333,
"EA19","HUR","TOT","PC_LF","A","2008",7.583333,
"EA19","HUR","TOT","PC_LF","A","2009",9.641666,
"EA19","HUR","TOT","PC_LF","A","2010",10.225,
"EA19","HUR","TOT","PC_LF","A","2011",10.21667,
"EA19","HUR","TOT","PC_LF","A","2012",11.375,
"EA19","HUR","TOT","PC_LF","A","2013",12.04167,
"EA19","HUR","TOT","PC_LF","A","2014",11.61667,
"EA19","HUR","TOT","PC_LF","A","2015",10.85833,
"EA19","HUR","TOT","PC_LF","A","2016",10.025,
"EA19","HUR","TOT","PC_LF","A","2017",9.066667,
"EA19","HUR","TOT","PC_LF","A","2018",8.2,
"LVA","HUR","TOT","PC_LF","A","2005",10.05,
"LVA","HUR","TOT","PC_LF","A","2006",7.041667,
"LVA","HUR","TOT","PC_LF","A","2007",6.058333,
"LVA","HUR","TOT","PC_LF","A","2008",7.741667,
"LVA","HUR","TOT","PC_LF","A","2009",17.56667,
"LVA","HUR","TOT","PC_LF","A","2010",19.475,
"LVA","HUR","TOT","PC_LF","A","2011",16.21667,
"LVA","HUR","TOT","PC_LF","A","2012",15.04167,
"LVA","HUR","TOT","PC_LF","A","2013",11.875,
"LVA","HUR","TOT","PC_LF","A","2014",10.85,
"LVA","HUR","TOT","PC_LF","A","2015",9.883333,
"LVA","HUR","TOT","PC_LF","A","2016",9.633333,
"LVA","HUR","TOT","PC_LF","A","2017",8.708333,
"LVA","HUR","TOT","PC_LF","A","2018",7.4,
"LTU","HUR","TOT","PC_LF","A","2005",8.316667,
"LTU","HUR","TOT","PC_LF","A","2006",5.791667,
"LTU","HUR","TOT","PC_LF","A","2007",4.258333,
"LTU","HUR","TOT","PC_LF","A","2008",5.825,
"LTU","HUR","TOT","PC_LF","A","2009",13.8,
"LTU","HUR","TOT","PC_LF","A","2010",17.84167,
"LTU","HUR","TOT","PC_LF","A","2011",15.39167,
"LTU","HUR","TOT","PC_LF","A","2012",13.40833,
"LTU","HUR","TOT","PC_LF","A","2013",11.8,
"LTU","HUR","TOT","PC_LF","A","2014",10.725,
"LTU","HUR","TOT","PC_LF","A","2015",9.133333,
"LTU","HUR","TOT","PC_LF","A","2016",7.9,
"LTU","HUR","TOT","PC_LF","A","2017",7.116667,
"LTU","HUR","TOT","PC_LF","A","2018",6.183333,
