LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
HUN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,3.9,
HUN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,3.5,
HUN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,3.3,
ISL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,2.2,
ISL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,0.7,
ISL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,2.7,
ISL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,1.7,
IRL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,3.4,
IRL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,3,
IRL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,3,
IRL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,2.9,
ITA,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,2.9,
ITA,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,2.8,
ITA,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,2.7,
ITA,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,2.8,
JPN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,1.9,
JPN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,2,
JPN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,1.9,
JPN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,1.9,
KOR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,2.7,
KOR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,2.8,
KOR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,2.8,
KOR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,2.8,
LUX,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,2.8,
LUX,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,3.8,
LUX,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,3.2,
LUX,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,4.3,
MEX,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,13.6,
MEX,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,13.4,
MEX,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,13.5,
MEX,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,12.9,
NLD,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,3.3,
NLD,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,3.5,
NLD,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,3.6,
NLD,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,3.5,
NZL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,4.3,
NZL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,4.2,
NOR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,2.2,
NOR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,2.2,
NOR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,2.2,
NOR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,2.3,
POL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,4,
POL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,4,
POL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,4,
POL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,3.8,
PRT,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,2.9,
PRT,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,3.2,
PRT,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,2.7,
PRT,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,3.3,
SVK,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,5.1,
SVK,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,5.4,
SVK,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,4.5,
SVK,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,5,
SVK,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2019,5.1,
ESP,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,2.7,
ESP,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,2.7,
ESP,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,2.7,
ESP,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,2.7,
SWE,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,2.5,
SWE,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,2.5,
SWE,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,2.4,
SWE,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,2,
CHE,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,3.9,
CHE,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,3.6,
CHE,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,3.5,
CHE,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,3.3,
TUR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,10,
TUR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,9.7,
TUR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,9,
TUR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,9.2,
GBR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,3.9,
GBR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,3.8,
GBR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,3.9,
GBR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,3.9,
USA,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,5.9,
USA,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,5.9,
USA,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,5.8,
BRA,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,14,
BRA,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,14.6,
BRA,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,13.2,
BRA,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,12.8,
CHL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,6.9,
CHL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,7,
CHL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,7.1,
CHL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,6.6,P
CHN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,9.2,
CHN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,8.5,
CHN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,7.9,
CHN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,7.4,
EST,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,2.5,
EST,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,2.3,
EST,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,2.3,
EST,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,1.6,
IND,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,35,
IND,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,33.2,
IND,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,31.5,
IND,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,29.9,
IDN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,23.5,
IDN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,22.6,
IDN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,21.9,
IDN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,21.1,
ISR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,3.1,
ISR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,3.1,
ISR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,3.1,
ISR,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,3,
RUS,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,6.5,
RUS,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,6,
RUS,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,5.6,
RUS,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,5.1,
SVN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,1.6,
SVN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,2,
SVN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,2.1,
SVN,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,1.7,
ZAF,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,31.4,
ZAF,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,30.7,
ZAF,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,29.6,
ZAF,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,28.5,
COL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,17.1,
COL,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,16.8,
LVA,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,4.1,
LVA,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,3.7,
LVA,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,4.1,
LVA,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,3.2,
LTU,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,4.2,
LTU,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,4.5,
LTU,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,3,
LTU,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2018,3.4,
CRI,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2015,7.7,
CRI,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2016,7.9,
CRI,INFANTMORTALITY,TOT,DEATH_1000BIRTH,A,2017,7.9,
